1,27168,113.87413,22.519817

1,27675,113.874664,22.516083

1,27741,113.879265,22.515434

1,28493,113.888351,22.5086

1,28523,113.888351,22.5086

1,28974,113.888519,22.508783

1,29426,113.888115,22.505934

1,29727,113.888237,22.505301

1,30540,113.888237,22.505301

1,31021,113.888268,22.505383

1,31503,113.888268,22.505383

1,31744,113.888199,22.505583

1,31864,113.888199,22.505583

1,31985,113.888199,22.505583

1,32105,113.888199,22.505583

1,32346,113.888199,22.505583

1,32437,113.888199,22.505583

1,32466,113.888199,22.505583

1,32587,113.888199,22.505583

1,32707,113.888199,22.505583

1,32738,113.888199,22.505583

1,32828,113.888199,22.505583

1,32948,113.888199,22.505583

1,33039,113.888199,22.505583

1,33068,113.888199,22.505583

1,33189,113.888199,22.505583

1,33309,113.888199,22.505583

1,33340,113.888199,22.505583

1,33430,113.888199,22.505583

1,33550,113.888199,22.505583

1,33641,113.888199,22.505583

1,33671,113.888199,22.505583

1,33791,113.888618,22.505884

1,33911,113.88855,22.505966

1,33942,113.88855,22.505966

1,34032,113.88855,22.505966

1,34152,113.88855,22.505966

1,34219,113.88842,22.505899

1,34243,113.88842,22.505899

1,34273,113.888351,22.505934

1,34393,113.888367,22.505934

1,34513,113.888367,22.505934

1,34544,113.888367,22.505934

1,34634,113.888367,22.505934

1,34702,113.8881,22.506834

1,34754,113.886848,22.507967

1,34845,113.886848,22.507967

1,34875,113.886848,22.507967

1,34995,113.886848,22.507967

1,35116,113.886848,22.507967

1,35146,113.886848,22.507967

1,35236,113.886848,22.507967

1,35356,113.886848,22.507967

1,35399,113.886497,22.508284

1,35429,113.885063,22.509567

1,35450,113.883652,22.510916

1,35472,113.882286,22.5123

1,35477,113.882019,22.512617

1,35495,113.88105,22.513783

1,35532,113.879852,22.515368

1,35554,113.878067,22.515116

1,35573,113.876236,22.514433

1,35597,113.874619,22.5138

1,35602,113.874382,22.513599

1,35718,113.873634,22.512434

1,35748,113.873634,22.512434

1,35803,113.873634,22.512434

1,35838,113.873413,22.5126

1,35859,113.873413,22.5126

1,35889,113.873413,22.5126

1,36009,113.873413,22.5126

1,36130,113.873413,22.5126

1,36160,113.873413,22.5126

2
3,3812,114.110786,22.582384

3,31889,114.110901,22.582466

3,32489,114.110901,22.582466

3,32501,114.110901,22.582466

3,32609,114.110901,22.582466

3,32797,114.110703,22.58235

3,32801,114.110703,22.58235

3,32983,114.110703,22.58235

3,33098,114.110703,22.58235

3,33104,114.110703,22.58235

3,33224,114.110703,22.58235

3,33765,114.110703,22.58235

3,33778,114.110703,22.58235

3,33947,114.110703,22.58235

3,34067,114.110703,22.58235

3,34307,114.110703,22.58235

3,34427,114.110703,22.58235

3,34546,114.110703,22.58235

3,34667,114.110703,22.58235

3,34753,114.110703,22.58235

3,34787,114.110703,22.58235

3,34906,114.110703,22.58235

3,34940,114.110703,22.58235

3,35026,114.110703,22.58235

3,35053,114.110703,22.58235

3,35146,114.110703,22.58235

3,35266,114.110703,22.58235

3,35354,114.110703,22.58235

3,35386,114.110703,22.58235

3,35506,114.110703,22.58235

3,35626,114.110703,22.58235

